ID,Label,Favorites
18299,Elian,0
10716,Eliane Radigue,11
3317,Elias Damian,0
19711,Elías e Ignacio,0
8064,Elisa Luu,7
11238,Eliza Rickman,5
12317,Elizabeth Veldon,1
10865,Elks,2
13043,Ellen Band and David Lee Myers,0
13044,"Ellen Band, David Lee Myers",0
10893,Ellen Fullman,14
12490,Ellen Fullman & Sean Meehan,3
19455,Ellennerv,0
10720,Ellie Fortune,0
7349,Elliot Perkins,0
16061,"Elliot Sharp, Toni Dove Hai-ting Chinn",0
2501,Elliott Brood,1
2490,Elliott Sharp,9
13420,Elliott Sharp (feat. Debbie Harry),0
13441,Elliott Sharp w/ Deborah Harry,3
13440,Elliott Sharp with Deborah Harry,0
10295,Elliott Sharp/Jack Womack,0
8913,Ellipse Elkshow,0
3408,Elm,2
4238,ElMaes,2
19549,Elmet Pento,0
6347,Eloi Brunelle,0
18100,Eloine,0
5918,Elpa,0
9249,Elroy 4.0,0
15890,Elsje Bollen,1
18725,Elvin Brandhi,1
20234,Elvin Brandhi and THF Drenching,1
11383,Elvis Herod,3
12996,Elvis Veiguinha,0
700,Elysian Fields,4
10415,Emah,0
15760,Emanuele Costantini,0
9474,Emanuele Errante,1
8218,Emay,0
3019,Embarker,0
17788,Embers Lucent,0
4067,embrace fire,0
15239,Emcee Lynx,0
8018,Emerald Park,13
16758,Emerge,0
20200,Emerson Dameron - Jeff Disler,0
9753,Emiglino Cicala,0
14330,Emijota,0
9472,Emil Klotzsch,1
9033,Emile Miroir Jr,0
8714,Emilie Lund,0
13303,Emilie Mouchous,0
17499,Emilie Mouchous & Andrea-Jane Cornell,0
13304,"Emilie Mouchous, Simon Brown, James Shidlowsky, Alexandre St-Onge",0
5607,Èmilie Payeur,0
16267,Émilie Simon,17
15301,Emily Danger,0
14017,Emily Grantham,0
3586,Emily In Love,1
8731,Emily Lacy,2
3438,Emily Manzo,0
16180,Emily Spray,0
13475,Emily Wells,8
5333,Emilyn Brodsky,1
3559,Emin Efendi,1
12209,Emm Gryner,0
13328,Emma Acs,4
17269,Emma Hendrix,0
1438,Emma Peel,1
17783,emmy Curl,1
2384,Emory B. Randolph,0
16148,EMP-T,0
3378,Empathik,0
8470,Emperor X,1
13986,Emperors of Blefuscu,0
13256,Emphemetry,3
12693,Empt,0
10294,Empyreon,1
20075,EMRLDS,1
16261,En handvändning,0
702,Enablers,1
18326,ENAY & Tapiador,0
15999,enclosure,0
8203,end's not near,2
8602,End.,0
12679,Ender Belongs To Me,0
12408,Ending Satellites,37
16893,ENDRUDARK,1
8202,end’s not near,1
9793,ENEG,0
9483,Enfant Bastard,0
18942,Engine7,2
2404,eniac,0
1765,Enobrev,0
9608,Enots (feat. Davey Von Stone),0
5380,Enrico Caruso,1
11321,Ensamble Esquizoide (Demián Galindo),0
7556,Ensemble Economique,3
17045,Ensemble Indexical,0
7817,Ensemble Pamplemousse,2
12902,Enter The Zu,0
4450,Entertainment for the Braindead,38
3174,Entertainment Price Blitz,0
19872,Entia,1
10138,Entia Non,1
16153,Entropical Utopia,0
8313,ENV(itre),1
7629,environmental sound collapse,0
16510,Enzo Minarelli,0
10191,Eok,2
8618,Eola,3
18327,Epal Gedanke,0
12088,Epichunt,0
8451,Epileptinomicon,2
16645,epilog,0
706,EPMD,11
4019,Epoxia,4
19525,EPP!,0
6550,epsilon not,20
6396,Epstein,0
18315,EPV BLACKS,0
13516,EPV:BEYOND,1
5843,eQo,0
12970,EQual Beats,0
16149,equatorial,0
17722,EQuBE,0
8789,Era dos Mortos - Era of The Dead (Original Soundtrack),0
3244,Eraritjaritjaka,0
6093,Erdbeerschnitzel,0
17474,Eren Ileri and Dario Fariello,0
129,Ergo Phizmiz,187
15997,Ergo Phizmiz & Alan Ó Raghallaigh,0
6841,Ergo Phizmiz & Cozy Ray and the Hopping Gethsemanes,0
15798,Ergo Phizmiz & Dom Strong,0
6030,Ergo Phizmiz & Friends,18
15797,Ergo Phizmiz & Henry Norman,0
15801,Ergo Phizmiz & Lucinda Guy,0
15802,Ergo Phizmiz & Murmurists,0
15796,Ergo Phizmiz & Simon Mathewson,0
15799,Ergo Phizmiz & Technoillogical,0
15800,Ergo Phizmiz & The Superfools,0
7557,Ergo Phizmiz & Various Artists,4
2729,Ergo Phizmiz &amp; Margita Zalite,20
8453,Ergo Phizmiz and his Orchestra,5
8454,Ergo Phizmiz and his Orchestra,7
4914,Ergo Phizmiz and the Midnight Florists,3
6157,Ergo Phizmiz feat. Mark Upton,1
11242,Ergo Phizmiz feat. MC Bumbledonk,0
5229,Ergo Phizmiz Rock'N'Roll Machine,6
16692,Eric & Magill,15
19013,Eric & Magill,1
20160,Eric & Ryan Kilkenny,0
10457,Eric Boros,6
11502,Eric Boros & Fritz Welch,0
10468,Eric Boros & Kiko C. Esseiva,1
11294,Eric Boros & Michael Barthel,0
19584,Eric Brehm,0
19663,Eric Brehm’s iMouthlist,0
544,Eric Carbonara,0
2439,Eric Carlson,0
5876,Eric de Jesus Is Spoken Word,1
11722,Eric Delay,0
16625,Eric Eckhart plus Salonband,1
14397,Eric Elbogen (Say Hi),0
2537,Eric K,0
20020,Eric Klein,0
2511,Eric Kuhlmann,0
20035,Eric Kuhn,0
130,Eric Leonardson,0
1700,Eric Leonardson and Anna Friz,0
131,Eric Leonardson and Steve Barsotti,0
4244,Eric Leonardson and Yasuhiro Otano,0
8094,Eric Lindley,0
35,Eric Lyon,0
18707,Eric M. Armour,0
15314,Eric Rogers,0
10779,Eric Skiff,48
12400,Eric Steuer,2
2144,Eric Vallely,0
14513,Eric Villa,1
6689,Eric's Trip,1
20036,Erica Fink,0
6751,Erick Diego,4
15600,Erick Diego & Federsel,2
20431,Erick Diego & Jaan Patterson,1
15967,"Erick Diego, Jaan Patterson",1
1885,Erick Gallun,1
20182,Erick Gallun & Chris Stecker (Brain Science),0
14131,ericstrausser,0
6313,Erik Belgum,0
11462,Erik Bumbledonk,0
12257,Erik Gage,1
14720,Erik Griswold,1
10568,Erik Holz aus Plastik & Kommissar Hjuler,1
20581,Erika Crymson,1
2145,Eriksolo MMC,0
10592,Erin Dingle,0
2241,Erlend Oye,1
18453,Ernest Gibson,0
5656,Ernest Gonzales,0
9543,Ernest Hare,0
16543,Ernie Carson,0
4251,Ernst Karel / Brent Gutzeit / Jason Soliday,0
4877,Eroica Trio,4
17817,Eros and the Eschaton,0
14189,Erothug,5
8196,errnois,2
6418,Error Broadcast,0
6261,Error.Error,0
5297,ES [Eric Salazar],3
709,Es [Sami Sänpäkkilä],1
10227,Esc. Laboratory,0
8914,escalation 372,0
16157,Escape Mechanism,1
4568,Escha,0
8315,Esem,0
1881,Eskalators,4
18898,ESO,0
711,ESP,0
17616,Espanto,0
2979,Espee,0
11038,Espíritus de Gante,1
14243,Espron,0
14527,esQuire,0
11041,ESTÁNDAR,6
14909,Ester Poland,1
6319,Esther Walker,0
14342,Estrogen Highs,1
11324,Estructuras de la tarde,0
20567,Eszter Balint,0
447,Eszter Balint,2
14244,ET,0
3654,Eta Carinae,0
13518,etc.,22
18387,Etcetera Music,1
10807,Etermortifera,0
3404,Eternal Tapestry,8
3405,Eternal Tapestry Live at No.Fest,0
14778,Ethan Hein,1
133,Ethan Persoff,5
713,"Ethan, Master of the Hawaiian Ukelele",0
16728,Ethel,2
12942,Ethel Ridley,0
2392,ether,0
8915,Ethnomite Pux,0
5845,ETHX,3
8133,Etiket Zerø,1
15995,Etiket Zerø feat. MC B.Wayne,0
3416,Etsuko Chida,7
9848,ETZA,0
9858,Etza Meisyara,0
12166,et_,82
5908,EU,0
12941,Eubie Blake And His Orchestra,0
4788,Eugen d'Albert,0
20638,Eugene Buckley and Peerless Quartette,0
2481,Eugene C. Rose and George Rubel,0
2381,Eugene Emmett,0
11507,EugeneKha,1
16221,Eugenics Council,0
15652,Eugenio Sanna,0
12536,EULA,3
4934,Eulogies,0
17465,"Eun-Jung Kim, John Jasnoch and Charlie Collins",0
20556,Europe's Society Orchestra,0
13156,EUS,0
8968,Eusebio,1
8971,Eusebio feat Waar & Emil Ivanescu,0
8970,Eusebio feat Waar & S.Bogdan,0
6946,Eustachian,0
20855,Eva Schlegel,2
19399,Eva Shlegel,1
20529,Eva Taylor,0
10698,Eva-Maria Houben,6
12646,Evan Cordes,0
14245,Evan Parker and konstruKt,3
6653,Evan Perez,0
20353,Evan Pope,0
12545,Evan Rapport & Chuck Bettis,0
20346,Evan147,0
2095,Evangelicals,1
13581,Even,0
19212,Even Twice,0
10003,Evening Fires,2
14372,Everlone,19
15173,Everybody Left,1
7731,Everybody Nose,5
7681,Everybody Was In The French Resistance...Now!,1
5763,everyone,0
16577,Everywhere Kingdom,2
5217,Evgeny Grinko,143
3493,Evgeny Makarov,0
15505,evgthug1,0
13005,Evidence,0
17395,Evil Bear Boris,2
19085,Evil Beat,0
19076,Evil Brain,0
17698,Evil Sword,1
14296,Evils That Never Came,5
17714,EvilWezil,0
9850,Evily Candy Machine,0
720,Evolutionary Jass Band,0
13981,Ex Cops,7
19172,Ex Hex,1
19471,EX LUNA,5
15567,Ex-Cult,1
10978,Ex-friendly,0
2036,Excepter,23
2794,Exene Cervenka,0
14289,exercise,0
12799,Exhaust,1
2981,Exile T.C.,0
11108,exileFaker,10
13559,Exotic Snake,0
12874,Expenseive Looks,0
12873,Expensive Looks,0
15918,Expert In Mental,0
135,Explode Into Colors,15
17307,Exploding Castro Cigars,0
6247,Explosive Improvised Device,1
16677,Expo '70,2
14858,Exponential Negentropic Ensemble,0
8559,exportion,1
13385,Expwy,25
5978,Exteenager,14
6342,Extra Sexes,1
18232,Extrapool,1
14411,Exusamwa,1
11357,Ey Lou Flynn,0
12129,Eye Baba,0
17308,Eye Ocean,0
21017,Eye Of Elephant,0
20933,EYE8SOCCER,0
13838,Eyebeam (Various Artists),0
21111,Eyelids,0
20604,Eyeliner,0
4054,Ezekiel Healy,0
4143,Ezekiel Honig,5
8207,Ezequiel Ezequiel,0
17907,Ezylohm_tek,3
17694,e[c]lect[r]ic,0
18899,F Ampism,0
20082,F J Blues,1
11962,F L T,0
8599,F master F,0
1663,F. J. Bacon,0
7952,F.A.F.O.O.T.,5
13632,F.E.A.P,0
16906,f.O.F.,0
9638,F.S. Blumm,7
10949,F.S.Blumm/Lucrecia Dalt,0
5263,F/i,7
5585,Faast Tykoon,0
5759,Fabi Reyna,0
18673,Fabian Measures,24
8916,Fabio Iaci,0
15653,Fabio Keiner,0
5318,"fabrizio abbruciati, kamila ko",0
8086,Fabrizio Cacciamali,0
5185,Fabrizio Paterlini,54
9284,Fabrizio Paterlini & March Rosetta,0
9784,Fabryka,0
9298,Fabulous Diamonds,6
16380,Face The Music,1
20215,Facialmess,0
15506,FACIALMESS/ MUTWAWA,0
19860,factor X,0
4835,Factor6,3
17580,Factories & Alleyways,0
16746,Factories and Alleyways,2
7777,Factory Sounds,5
8917,Fade out,0
17859,Fade Runner,0
3163,Fadt Fanfare,4
16921,Fågelpingis,0
16222,Faggot Front,0
4085,failotron,4
16655,Failure,0
10909,Fair Use Trio,0
19918,Fake Cats Project,1
17113,Fake Hand,0
8918,fakemaster SZMK,0
7340,Falcao and Monashee,4
2195,Falco Su,0
2194,Falco Subbuteo,3
728,Fallen Leaves,1
19470,Fallen to Flux,3
7107,Falsetto Boy,0
6685,Familia Wanderstaff,0
7598,Familiars,2
14064,Family (Sydney),0
11873,Family Curse,0
5329,Family Of The Year,0
4571,Family Perez-Hita,0
729,Family Underground,0
14398,Fan Fiction,0
11840,Fanas,1
136,Fanatic,3
9526,Fancy Mike,7
7833,FANCYPUSS MCLITTER,2
6174,Fanfarlo,0
730,Fang Island,1
18612,Fanny Ampism,0
4540,Fanny Brice,1
7871,Fanny+Alexander,1
7366,Fanshaw,0
15137,Fantasmage,1
19117,Fantastic Swimmers,0
16319,FANTODROM,0
18259,Far Concern,0
10965,Far Go Traders,1
17336,Far-Out Fangtooth,0
15654,Farang,0
14666,Farewell My Concubine,8
20235,Fargi,1
15182,Farkus,0
2746,Farmer's Boulevard,2
17495,Farthest South,0
15508,Farthest South,2
11640,Fasenuova,4
19162,Fast Forward,0
13753,Fast Freddie Fourier and the Transforms,0
14741,fast idio,2
6682,Fast lady,5
20377,Faster,1
9091,fasterbaby,3
12066,Fat History Month,1
733,Fat Possum Blues Caravan,3
19410,Fat Spirit,3
734,Fat Worm of Error,25
14399,Fatal Lucciauno,1
18748,Father Murphy,2
2212,Father Sleep,23
16399,Fatti Frances,1
6349,Faust,46
2992,Faustino Santalices & Modesto Sanchéz,0
5557,Faustino Santalices & Modesto Sanchéz,0
2994,Faustino Santalices &amp; Modesto Sanchéz,1
13979,FAVORS,3
13947,FAVRTSM,0
10141,Fax,1
2587,Faxed Head,0
12175,FB5K,0
17910,Fear Konstruktor,1
19452,Fearless Super Pictures,1
18288,Feast of the Epiphany,0
8039,Fedaden,0
10577,Federale,1
17228,Federico Aubele,3
15599,Federsel,0
10407,Federsen,0
19144,Feedback Aerophonium,0
14246,Feeding Goats,0
12980,Feeling of Love,0
14588,Feelings,0
16336,Feels,0
6146,Feist,7
7801,Feldmaus,6
13057,Félicia Atkinson,5
13673,Felipe Barbosa,0
13674,Felipe Barbosa and Rosendo J. Rocha,1
15655,"Felipe Barbosa, Rosendo Rocha",0
19022,Felipe Sanzana,0
7079,Felipe Sarro,22
6467,Felix Arndt,0
9497,Felix Building,0
13062,Felix Green,0
6638,Felix Kubin,13
6789,Felix Kubin & Raymond Scott,0
4475,Felix Weingartner,0
3192,Fellatio del Toro,0
10616,Females,4
12595,Femme Tops,0
7187,Fences,1
7030,Fenderchet,0
19772,Fengir,2
13962,Fennel & Willow,0
4525,Feodor Chaliapin,0
6727,Feral Children,1
10175,Fergus & Geronimo,4
742,Fern Knight,4
11724,Fernando Lagreca,0
8565,Fernn,3
4482,Ferruccio Busoni,0
10256,Feryl,0
11895,FESTI 40 music festival,3
10248,Feu Machin,13
16606,Fever Dream,0
1930,feverdreams,0
6878,Ffehro,2
2044,Ffej,0
7435,Ffranconstein,0
18750,fgf,0
14102,Fhernando,14
18101,Fibreman,0
8010,Fidel Cutstro,0
4125,Fidget,0
41,Field Recorder,0
17,Field Recording,0
9222,"Field Recordings From Rishikesh, India",0
13640,Field Trips,3
18797,Fields of Ohio,0
16066,Fields Ohio,29
9724,Fiendish Fib,0
16362,Fierbinteanu,6
8653,Fiesta Animal,6
19665,Fifteen Candles,0
9665,Fifty Miles From Vancouver,0
10959,Fights Monsters,0
11727,Figit,0
16357,figur,0
16307,FIGURATIVE THEATRE,4
18197,FIGURATIVE THEATRE and L ö W,1
744,Filastine,15
9279,File Under Toner,26
15350,Filip Hnízdo,0
20571,Filip Roter,6
16650,Filipe Felizardo,1
16164,Filipe Guimarães,0
16922,Filippo Panichi,0
10732,Film School,0
18045,Filthy Children,4
15293,Filthy La Bottom,0
20140,Filtré,0
6830,Fimo,0
4935,Final Spins,0
17288,Finally Punk,0
15151,Finding Fiction,1
12815,Fine Steps,2
2146,Fineart,0
20676,Finished,0
6829,Fink Finster,0
5134,finn,0
5133,Finn Riggins,6
17239,Fioko,0
14898,Fiona Soe Paing,5
19682,Fire Retarded,1
17417,Fire To The Stars,5
2801,Firewater,5
6850,Fireworks Ensemble,2
6795,Fireworks Ensemble & Raymond Scott,0
18328,Firnwald,4
3591,First,0
16772,First Place Science Project & p.WRECKS,0
11577,First Rebirth,4
21037,Fishartcollection,0
14516,Fishheads,2
10182,Fishtank Ensemble,12
20538,Fisk University Jubilee Quartet,0
13752,Fit and the Conniptions,12
6963,Fitz & The Tantrums,3
18613,Fiver's Stereo,1
19436,Fixtures,0
10140,Fjordne,0
14338,flady,0
18168,Flagland,1
9399,Flameless Luminaries,1
17549,Flamin' Groovies,3
747,Flaming Fire,3
11597,Flamingo,1
13820,Flamingods,0
17309,Flash Gordon's Ape,0
2584,Flash Mustache,0
7626,Flashbob,0
12722,Flat Forme,0
18583,flaub,0
20183,Flavia & The Motonets,0
1817,Flavia &amp; the Motonets,7
2330,Flavia &amp; the Motonets,0
13076,Flavien Gillié and Hopek Quirin,0
4977,Flecton Big Sky,2
4989,Flecton Big Sky,1
20217,Flesh Lights,2
12263,Fleshtone Aura,4
6724,Fleur Earth w/ Gringo Starr,0
13514,Flex Vector,22
4997,Flexible Music,0
4399,Flexor,0
9256,Flick Brown,0
10211,Flight Facilities,0
11343,Flint Hayerr,0
17746,Flippin' Hot,0
10353,Flo and Eline,0
14801,Floating Death Picnic,0
8560,Floating Spirits,11
17969,Floating Spirits & 2Kutup,0
12260,Floating Spirits & Silent Strangers,0
15068,Floating Spirits / Min-Y-Llan,0
8625,Floppy Ghost Arm,1
13053,floppy knobs,1
19714,Flor Braier,3
14721,Flora,3
13510,florconvenas,0
7906,Florence & the Machine,2
16901,Florence Foster Fan Club,0
10425,Florencio Constantino,0
12869,florida = death,1
12870,Florida=Death,0
5339,Florie Ford,0
13573,Floris Vanhoof,2
5340,Florrie Ford,1
1608,Flossie and The Unicorns,0
4308,Flow Trio,1
18710,Flower Gang,0
5314,Flower-Corsano Duo,12
5313,Flower/Corsano Duo,3
6742,Flowerheads,14
5630,Flowtation Addvice,0
19879,Floyd Willems,0
11952,FLT RSK,7
3632,FLU,0
8488,Flugeldar,3
10310,FluiD,1
10257,fluidvolt,0
14247,Fluorescent Grey and Thorsten Soltau with Marina Stewart,0
7057,Fluorescent Vibes,1
9321,Flux,0
13230,Flux Bikes,2
13486,FLUX Quartet with Bobby Few,0
19559,Flux Without Pause,0
5692,Fluxus Interpretations,0
3058,Fly Fly Fly Fly Fly,1
7124,Fly Lazarus Fly,0
10859,Flying Cloud,0
2147,Flying Lotus,15
137,Flying Luttenbachers,18
16552,Flynn Lywton,0
14427,fm,0
6177,FM Belfast,1
5579,FM Ongen Super Maniacs,2
14110,FM Raster,1
752,FM3,3
14,FM4TB,0
19418,FMA Overlord,0
19419,FMA Overlords,1
753,FNU Ronnies,7
4990,Foday Musa Suso,1
19269,Fog Lake,30
3847,Foghorn Stringband,0
7937,Fol Chen,4
15345,Folifola,0
12912,Folk Festival Massacre,1
13633,Foniqz,15
7240,Fonkdongo,4
2148,Fonksquish,0
14141,Fonogram,0
138,Food For Animals,12
5405,Food Will Win the War,4
18449,Foodman,0
5996,Fool's Gold,1
10423,Foolk,0
139,Foot Village,16
6161,For A Minor Reflection,0
15886,Forced into Femininity,0
20509,Ford Hanford,0
12500,Forenzics,6
12501,Forenzocs,0
6147,Forest City Lovers,0
5947,forge.one,0
20126,Fork In The Blender,0
20548,Forlon,1
6732,Former Selv,0
4750,Formula,5
13034,Forrest James,1
6294,Forro In The Dark,2
20596,Fortune 500,3
1767,FortyOne,4
140,Fósforo,4
14775,Foster Care,2
10656,Foster The People,2
15749,Foucault V,0
20357,Found Sound,0
2566,Foune Mousso Kouyate,0
11496,Fountains Of Wayne,3
11498,Fountains of Wayne Master,0
4529,Four Comical Cards,0
7114,Four Tet,20
5848,Fourstones,0
13776,Fox Hands,0
20769,Fox Millions Duo,0
9001,Foxes In Fiction,2
18692,fp,4
20236,fp5,1
11574,Frame,14
14292,Fran Ilich,0
13417,FRANCE,2
17598,France Sauvage,1
4939,Frances White,1
9772,Francesco Lettera,13
12003,Francesco Paolo Addati & Efisio Nicolò Sabiucciu,3
9548,Francis J. Lapitino,0
18424,Francisco López,2
17528,Francisco López  / Reinier van Houdt,0
2565,Franciszek Dukla Wiejska Banda,1
20150,François,0
8919,François Dumeaux,0
15758,François-Emmanuel Fodéré,0
14562,Frank Bango,4
9659,Frank Biedermann,0
7156,Frank Bretschneider,2
4516,Frank Crumit,1
5341,Frank Curtis,0
7385,Frank Dorittke,4
6292,Frank Fairfield,0
13489,Frank Guerrero y Su Grupo Aché,3
13490,Frank Guerrero y su grupo Aché,0
6474,Frank Haffort,0
6468,Frank Kernell,0
1669,Frank Miller,0
17457,Frank Szardenings and Lauren Rodz,0
17956,Frank Wilke / Andrè D.,0
20504,Frank Wilke/Andrè Darius,0
5478,Frank Wilson,0
10116,Frankie & the Pool Boys,1
5875,Franklin Bruno,3
5684,Frantz Loriot & Ben Miller,0
13411,Frantz Loriot & Jeremiah Cymerman,0
12823,Franz Lichurtichentaler,0
9790,Franz Rosati,0
15174,Fraser James,0
6957,Frau,6
11390,Frazey Ford,1
13448,Freakapuss,1
18102,Freaks With People Behind Them,0
761,Freakwater,1
17703,Fred and Toody,1
14329,Fred Beats,1
2484,Fred Duprez,0
4246,Fred Lonberg-Holm,1
10685,Fred Speakman,0
2128,Fred Thomas,1
4552,Fred van Eps,1
10801,Fred Van Eps and Albert Benzler,0
10323,Frédéric D. Oberland,1
19617,Fredericks,0
8259,Frederik Teige,1
14750,Free Babyronia,0
14959,Free Birthday Songs,36
13834,Free Keys,0
13835,Free Keys,0
2,Free Matter for the Blind,8
14036,Free Piece of Tape,1
17055,Free Pizza,5
17088,Free Science Duo,0
3078,Free Tim,4
19094,Free Variety Theatre with Vasco Morais,1
19093,"Free Variety Theatre, Vasco Morais",0
11329,Free! Music! Contest!,2
7228,Freelance Whales,1
9804,Freestep,0
7158,Freiband,0
11213,Frenic,10
20446,Frenic & Anitek,0
18271,Frequent,0
3376,Fresh Body Shop,7
5088,Fresh Espresso,0
20189,Fresh Nelly,0
10411,freund der familie,0
10596,fri.events Orchestra,4
20640,Friars Society Orchestra,0
19831,Friction!,3
19833,Friction! (feat. Helia Claire Chardet),0
19832,Friction! (feat. Ryan Corbett),0
15803,Fried Moura,3
8185,Friendly Foliage,2
7456,Friends or Whatever,5
763,Frigg A Go Go (F.A.G.G.),0
10729,Frightened Rabbit,1
11992,Friglob,1
10053,Frikstailers,0
10052,Frikstailors,0
13675,Friture Trio,0
15860,Fritz Welch,2
3730,Frivolous vs DJG,2
12713,Froe Char,1
3685,Froghat and Sofaqueen,0
2662,From Bacteria To Boys,3
9354,From The South,1
9863,From This Accident,0
16111,Frontol Lobe Development,0
12621,FrostClick,28
19633,Frostroyk,1
2207,Frosty,0
9610,Frozen Geese,10
7478,Frozen Horizons,0
20335,Frozen Houses,3
20334,Frozen Houses Music,1
11811,Fruit Flesh,1
10072,Frump! Strumpet! Strife!,6
7803,Frunk29,0
2286,fTartans,0
11344,Fuchs und Elster,0
4126,Fuck Buddies,9
6459,Fuck Buddies & Savage,0
768,Fuck Buttons,8
10274,Fuck Ton,2
8998,Fucked,0
1474,Fucked Up,7
16368,Fucking Invincible,0
11410,Fudge,0
8609,Fujako,9
9427,Fuji Kureta,4
12910,Fujiya & Miyagi,4
2149,Fulgeance,2
13645,Fulgeance/Grilllo,0
13669,Fulgeance/Grillo,0
11024,Full Blush,2
12717,Full Frontal,1
1813,Full Load of King,4
7923,Fulmarine Petrels,0
13934,Fulminate Trio,1
12384,Fumbata,0
9808,FUN,2
3016,Fun Dogs,0
17890,Fundstücke,0
16549,FungusSonambuluS,2
8007,Funk Police,3
6702,Funkstorung,6
2532,Funky Terrorist,6
9744,Funny Cry Happy,0
3266,Fur Fur,0
11912,Furchick,4
20773,Furchick & Microwave Windows,0
143,Fursaxa,23
14524,Furtherset,2
7699,Fuse,0
12771,Fusiller,1
3928,Fussible,0
18400,Future Death Toll,0
354,Future Islands,17
5093,Future IslandsFuture Islands,0
6158,Future Of The Left,0
19799,Future Sauce,8
10419,Future Sound Of Petržalka,0
12113,Futurians With S.T.U.D.,0
17009,Futurología,1
144,Fuzz Unlimited,2
11359,Fuzzy Tunes,2
18900,fVerb,0
1947,FVR,0
13970,Fybe:one,0
15757,fydhws,0
19499,Fyodorovitch.,2
16088,fyzix feat netpoet,0
16089,Fyzix feat. Netpoet,0
20605,g h o s t i n g,0
15,G Lucas,0
7656,G Lucas Crane,1
9,G Orwell,0
16341,G.,0
9182,G.G. Allin's Dick,17
9183,G.G.Allin's Dick,0
5350,G.H. Elliot,0
5349,G.H. Elliott,1
9884,Ga'an,21
20331,Ga22,0
3156,Gabe Noel,0
10480,Gablé,26
8227,Gabriel Mintz,0
8566,Gabriel Peraza,2
20823,Gabriel Pereira Spurr,1
9654,Gabriela Parra,0
19239,Gabrielleschi,0
17364,Gag,0
21032,GAGU,1
16629,Gahzed,0
4968,Gaida Hinnawi,1
12445,Gail Priest,0
12262,Gain,5
7631,Gainlad,2
19211,Gal Pals,0
12399,Galapagoose,0
13865,Galaxian,0
11648,Galaxie,2
16241,Galaxius Mons,0
5373,Gallagher and Shean,0
16660,Galleon,2
13542,Gallery Six,8
13117,Galun,1
10150,Gamardah Fungus,4
15579,GameFace,0
7059,Gamelan Nyai Saraswati,13
15694,Games,0
13009,Gamila,1
8753,Gamml,0
11292,Gang Of Four,9
145,Gang Wizard,3
1990,Gang Wizard / Yellow Swans,2
7934,Gangi,1
7891,Ganglians,8
5634,Gangpol & Mit,4
14636,Gap Dream,3
9629,Garage firm,0
8757,Garbanzo,1
20457,GARDANEL feat. ELECTRIC GRIMOIRE,0
16312,GARDANEL feat. MARKIZA,0
17199,Garde Noisemaker,0
12953,Gardenella,7
14593,Gardens,0
4867,Gardner Chamber Orchestra,3
10674,"Gardner Chamber Orchestra; Paula Robison, director & flute",0
8173,Gareth Dickson,1
18657,Gargamel Etchevery,0
4182,gargle,3
15330,Garip mansuroglu,0
15331,Garip mansurogluroglu,0
2493,Garm,5
3222,Garmisch,12
3597,Garmisch Partenkirchen,1
4219,Garotas Suecas,4
11616,Garrincha & The Stolen Elk,0
6040,Garth Knox,0
844,Gary Higgins,7
19962,Gary Krishna,0
1517,Gary Lucas,4
1822,Gary War,29
1403,Gary Wilson,20
19689,Gary Wood,0
4838,Gasman,3
8193,Gaspar Claus,2
5835,Gassyoh,1
11562,Gaston Arevalo,0
10301,Gateaux Blasters,1
5846,Gates,0
18574,Gatherer,0
5006,Gato Loca de Bajo,1
5001,Gato Loco de Bajo,2
7301,gaucho surrealista,0
7262,Gavin Hardkiss aka Hawke feat. Youssou N'Dour and Neneh Cherry,0
18009,Gawain Thomas Trio,1
13778,Gay Boiz,0
14458,Gay Witch Abortion,1
14649,Gaybomb,1
10960,Gazing Of The Owl-God,0
20355,Gazprom,2
6222,GB,0
6127,GB pka Gâteaux Blasters,8
14248,Gburek Ossowska,0
4841,GDFX,19
9693,GDZ,0
16573,GeeNerve,0
15256,Geese,3
20339,Gegorly,0
3268,Geiger Retort,0
20814,Geinoh vs. Leisure-B,0
6089,geir tjelta,4
9461,Gel,1
15933,Gel Set,0
14132,gelo-papas,0
1048,Gen Ken Montgomery,3
14717,Gen Ken Montgomery / Conrad Schnitzler,1
4479,Gen Ken Montgomery and Monty Cantsin,0
2585,Gendér Wajang of Kuta,0
5391,Gene Green,0
13183,Gene Greene,2
20667,Gene Rodemich's Orchestra,0
5236,Gene Rodimichs Orchestra,0
6133,General B side,3
7171,General Fuzz,2
17971,Generation Skweee,0
4991,Generationals,0
17789,Generations,0
2191,Genghis Jung,0
16269,Genox,1
13634,Gentle Bombardiers,4
7465,Gentleforce,1
1806,Gentleman Jesse,0
13917,Gentleman Jesse,0
16223,Gentleman Ringworm,0
18026,Gentlemen,0
15656,Geoff Leigh,1
16429,Geoff Leigh and Mark Hewins,1
10941,Geoffrey Burleson,1
16958,Geometrie Variabili,1
10586,George,1
7720,George Alexander,0
11689,George Cacioppo,0
4971,George Cartwright's GloryLand,0
4970,George Cartwright's Gloryland PonyCat,0
5356,George Formby,1
4940,George Gaskin,0
20562,George H. O'Connor,0
11309,George J. Gaskin,0
11310,George J. Gaskin.,0
11741,George Lewis,0
6320,George O'Connor,0
9328,George P. Watson,1
4941,George Stehl,0
5479,"George Stehl, Marshall Lufsky and Paul Surth",0
20543,George W. Johnson,0
2549,Georges Edouard and Manuel D'Oliveira,0
